"Statistic Label","Year","Item","UNIT","VALUE"
"Consumption of Personal Income at Current Market Prices","2004","CP041 - Actual rentals for housing","Euro Million","1704"
"Consumption of Personal Income at Current Market Prices","2004","CP042 - Imputed rentals for housing","Euro Million","9177"
"Consumption of Personal Income at Current Market Prices","2004","CP043 - Maintenance and repair of the dwelling","Euro Million","244"
"Consumption of Personal Income at Current Market Prices","2004","CP044 - Water supply and miscellaneous services relating to the dwelling","Euro Million","143"
"Consumption of Personal Income at Current Market Prices","2004","CP045 - Electricity, gas and other fuels","Euro Million","2008"
"Consumption of Personal Income at Current Market Prices","2004","CP05 - Furnishings, household equipment and routine household maintenance","Euro Million","4437"
"Consumption of Personal Income at Current Market Prices","2004","CP051 - Furniture and furnishings, carpets and other floor coverings","Euro Million","1484"
"Consumption of Personal Income at Current Market Prices","2004","CP052 - Household textiles","Euro Million","492"
"Consumption of Personal Income at Current Market Prices","2004","CP053 - Household appliances","Euro Million","613"
"Consumption of Personal Income at Current Market Prices","2004","CP054 - Glassware, tableware and household utensils","Euro Million","395"
"Consumption of Personal Income at Current Market Prices","2004","CP055 - Tools and equipment for house and garden","Euro Million","38"
"Consumption of Personal Income at Current Market Prices","2004","CP056 - Goods and services for routine household maintenance","Euro Million","1414"
"Consumption of Personal Income at Current Market Prices","2004","CP06 - Health","Euro Million","2045"
"Consumption of Personal Income at Current Market Prices","2004","CP061 - Medical products, appliances and equipment","Euro Million","712"
"Consumption of Personal Income at Current Market Prices","2004","CP062 - Out-patient services","Euro Million","542"
"Consumption of Personal Income at Current Market Prices","2004","CP063 - Hospital services","Euro Million","791"
"Consumption of Personal Income at Current Market Prices","2004","CP07 - Transport","Euro Million","7425"
"Consumption of Personal Income at Current Market Prices","2004","CP071 - Purchase of vehicles","Euro Million","3072"
"Consumption of Personal Income at Current Market Prices","2004","CP072 - Operation of personal transport equipment","Euro Million","2868"
"Consumption of Personal Income at Current Market Prices","2004","CP073 - Transport services","Euro Million","1484"
"Consumption of Personal Income at Current Market Prices","2004","CP08 - Communications","Euro Million","2161"
"Consumption of Personal Income at Current Market Prices","2004","CP081 - Postal services","Euro Million","48"
"Consumption of Personal Income at Current Market Prices","2004","CP082 - Telephone and telefax equipment","Euro Million","68"
"Consumption of Personal Income at Current Market Prices","2004","CP083 - Telephone and telefax services","Euro Million","2044"
"Consumption of Personal Income at Current Market Prices","2004","CP09 - Recreation and culture","Euro Million","5241"
"Consumption of Personal Income at Current Market Prices","2004","CP091 - Audio-visual, photographic and information processing equipment","Euro Million","937"
"Consumption of Personal Income at Current Market Prices","2004","CP092 - Other major durables for recreation and culture","Euro Million","23"
"Consumption of Personal Income at Current Market Prices","2004","CP093 - Other recreational items and equipment, gardens and pets","Euro Million","912"
"Consumption of Personal Income at Current Market Prices","2004","CP094 - Recreational and cultural services","Euro Million","2032"
"Consumption of Personal Income at Current Market Prices","2004","CP095 - Newspapers, books and stationery","Euro Million","948"
"Consumption of Personal Income at Current Market Prices","2004","CP096 - Package holidays","Euro Million","390"
"Consumption of Personal Income at Current Market Prices","2004","CP10 - Education","Euro Million","884"
"Consumption of Personal Income at Current Market Prices","2004","CP101 - Pre-primary and primary education","Euro Million","104"
"Consumption of Personal Income at Current Market Prices","2004","CP102 - Secondary education","Euro Million","107"
"Consumption of Personal Income at Current Market Prices","2004","CP103 - Post-secondary non-tertiary education","Euro Million","29"
"Consumption of Personal Income at Current Market Prices","2004","CP104 - Tertiary education","Euro Million","470"
"Consumption of Personal Income at Current Market Prices","2004","CP105 - Education not definable by level","Euro Million","175"
"Consumption of Personal Income at Current Market Prices","2004","CP11 - Restaurants and hotels","Euro Million","9151"
"Consumption of Personal Income at Current Market Prices","2004","CP111 - Catering services","Euro Million","8235"
"Consumption of Personal Income at Current Market Prices","2004","CP112 - Accommodation services","Euro Million","915"
"Consumption of Personal Income at Current Market Prices","2004","CP12 - Miscellaneous goods and services","Euro Million","8169"
"Consumption of Personal Income at Current Market Prices","2004","CP121 - Personal care","Euro Million","2169"
"Consumption of Personal Income at Current Market Prices","2004","CP123 - Personal effects n.e.c.","Euro Million","460"
"Consumption of Personal Income at Current Market Prices","2004","CP124 - Social protection","Euro Million","479"
"Consumption of Personal Income at Current Market Prices","2004","CP125 - Insurance","Euro Million","2262"
"Consumption of Personal Income at Current Market Prices","2004","CP126 - Financial services n.e.c.","Euro Million","2377"
"Consumption of Personal Income at Current Market Prices","2004","CP127 - Other services n.e.c.","Euro Million","353"
"Consumption of Personal Income at Current Market Prices","2004","Households Expenditure on Goods and Services in Ireland","Euro Million","66623"
"Consumption of Personal Income at Current Market Prices","2004","Total Expenditure of Households (National Concept)","Euro Million","67133"
"Consumption of Personal Income at Current Market Prices","2004","CP13 - Expenditure of NPISH on goods and services provided to households (P31)","Euro Million","1254"
"Consumption of Personal Income at Current Market Prices","2004","CP14 - General Government expenditure on goods and services provided to Households","Euro Million","2347"
"Consumption of Personal Income at Current Market Prices","2004","CP141 - Government - Housing","Euro Million","0"
"Consumption of Personal Income at Current Market Prices","2004","CP142 - Government - Health","Euro Million","1777"
"Consumption of Personal Income at Current Market Prices","2004","CP143 - Government - Recreation & Culture","Euro Million","0"
"Consumption of Personal Income at Current Market Prices","2004","CP144 - Government - Education","Euro Million","290"
"Consumption of Personal Income at Current Market Prices","2004","CP145 - Government - Social Protection","Euro Million","280"
"Consumption of Personal Income at Current Market Prices","2004","Expenditure outside the State","Euro Million","3741"
"Consumption of Personal Income at Current Market Prices","2004","Expenditure by non-residents","Euro Million","3230"
"Consumption of Personal Income at Current Market Prices","2004","158. Personal consumption of goods and services at current market prices","Euro Million","70734"
"Consumption of Personal Income at Current Market Prices","2004","159. Taxes on personal income and wealth","Euro Million","20509"
"Consumption of Personal Income at Current Market Prices","2004","160. Total personal expenditure","Euro Million","91242"
